"uar_id","査定依頼日時","入札開始日時","落札日","メーカー","車種","型式タイプ","型式グレード","マスタ年式","年式","査定入力モデル","査定入力グレード","走行距離","事故修理_コード","事故修理_表示","事故歴","修理歴","事故修理_詳細","愛車の説明","落札価格","入札1位_入札額","入札1位_上限入札額","入札2位_入札額","入札2位_上限入札額","入札3位_入札額","入札3位_上限入札額","入札4位_入札額","入札4位_上限入札額","入札5位_入札額","入札5位_上限入札額"
"45177","2026-03-15 19:04:27.759","2026-03-17 15:57:00.000","2026-03-22 17:09:17.129","トヨタ","アルファードＧ",,,"2005","平成17年7月","DBA-ANH1OW","２．４ＡＸ　Ｌエディション","137243","NO","なし","false","false",,"購入時からシートにカバーをつけています。","240000","200000",,"200000","205000","190000","205000","183000",,"180000","240000"
"45187","2026-03-15 20:09:25.655","2026-03-18 16:32:00.000","2026-03-22 17:58:32.588","スバル","インプレッサ",,,"2010","平成22年9月","DBA-GH2","１．５ｉ－Ｓ","145372","REPAIR","修理歴あり","false","true","右後方フェンダーに衝突され、板金修理。
前後バンパーに擦り傷あり。フレーム修正を伴うような事故はありません。","リアウイングのクリア塗装が劣化しています。
写真では配線加工の現状復帰のためにシフトノブパネルを外されていますが、そちらも復帰可能です。
タイヤはPotenza S001 225/50R16を履かせています。純正サイズは 225/50R16です。
パワステオイルポンプに滲みがあります。
ナビ、ETCが付いています。キーはリモコン付きです。
スロコン、負圧計が付いています。負圧計の針のLEDが切れていて、夜間はゲージの確認ができません。","122000","100000",,"88000",,"80000","122000","80000","105000","70000",
"45212","2026-03-15 21:26:05.049","2026-03-21 16:09:00.000","2026-03-25 18:06:39.678","トヨタ","ランドクルーザー１００",,,"1999","平成14年8月","GH-UZJ100W","ＶＸリミテッド　Ｇセレクション","180419","NO","なし","false","false",,"FLEXにてrenoca106というカスタム車購入
塩害あり

エアコン送風不安定で止まります。
DEANのアルミついてます","1900000","1850000","2000000","1300000","1400000","1117000",,"1100000","1200000","1010000","1025000"
"45215","2026-03-15 21:35:44.337","2026-03-16 15:06:00.000","2026-03-20 09:08:52.462","ホンダ","ステップワゴンスパーダ",,,"2017","平成29年9月","6AA-RP5","ＳＰＡＤＡ　ＨＹＢＲＩＤ　Ｇ　ＥＸ　Ｈｏｎｄａ　ＳＥＮＳＩＮＧ","76803","REPAIR","修理歴あり","false","true","バックドアの軽度のへこみを板金修理した。","なし","1760000","1739000",,"1600000","1615000","1520000","1605000","1400000","1579000","1311000","1531000"
"45219","2026-03-15 22:16:19.915","2026-03-20 15:52:00.000","2026-03-22 17:34:18.895","スズキ","ジムニー",,,"2009","平成21年9月","ABA-JB23W","特別仕様車 ランドベンチャー","130723","NO","なし","false","false","","フロントショートバンパー&ステンレススキッドガードプレート
リアコーナーバンパー
ウイルズウィン社チタンマフラー
ウェッズアドベンチャーマッドヴァンスアルミホイール
ToyoタイヤオープンカントリーRT
モーターファーム社1インチリフトアップ
ブリッツ社マルチブーストメーター
社外インテークチャンバー
社外エアクリーナー
社外ターボパイプ
など
状態は綺麗な方だと思います","395000","395000","400000","350000",,"300000","389000","250000","300000","200000","211000"
"45228","2026-03-15 23:17:55.262","2026-03-17 11:00:00.000","2026-03-26 16:56:16.545","ダイハツ","タフト",,,"2025","令和7年1月","5BA-LA910S","Gターボ“ﾀﾞｰｸｸﾛﾑﾍﾞﾝﾁｬｰ”(eco IDLE非装着車)","11072","NO","なし","false","false","","・純正ディスプレイオーディオ
・360度カメラ
・駐車アシスト
のセットオプション装着","1460000","1430000",,"1250000","1300000","1200000","1205000","1100000","1262000","950000","1300000"
"45240","2026-03-16 01:33:30.381","2026-03-18 10:41:00.000","2026-03-20 16:27:25.245","スズキ","ジムニーシエラ",,,"2021","令和3年2月","3BA-JB74W","JC","31718","NO","なし","false","false",,"雹害 
グリル塗装ムラ・ワレ有
バックパネル塗装ムラ有

エアロ形状ルーフキャリア付
JAOS リフトアップ
JAOS バックパネル（純正色自家塗装）
RAYS A-LAP-J 2324limited
MARVELOUS XJ style バンパー&グリル（シルバー部塗装ムラ・ワレ有）
IPF製LEDヘッドライトバルブ
HKSリーガルマフラー
純正リアバンパー

レザー調シートカバー
純正ナビ
デジタルインナーミラー
pivot スロットルコントローラー
clazzio 車種別立体フロアマット

電子タバコのみなので匂い・色付きはありません。明日の朝に天井を撮影して添付いたします。

ルーフボンネット両方にあります。夕暮れに見るとポツポツがあるなと見える感じです。
ルーフはキャリアに覆われていて、駐車場で1人で外すことができないので現場で目視いただくのが難しいです。
通常目立つほどではないが、光の当たり方と角度によっては確かに雹害と確認できるほどの数はあります。
場所によってまばらで、数をお伝えするのが難しいです。
洗車をして、蛍光灯でエクボを探して写真を撮りました。まだボンネットにはあると思うんですが、分かりやすいのがその他20~22の写真くらいでした。

エンジン快調です。
車検は先日取得したばかりです。
2028年3月4日が次回満了日だったはずです。","2055000","2055000","2060000","2040000","2049000","1800000","1913000","1530000","1555000","1500000","1720000"
"45257","2026-03-16 08:10:37.108","2026-03-17 17:15:00.000","2026-03-19 18:24:57.269","トヨタ","プリウス",,,"2010","平成22年3月","DAA-ZVW30","Ｓ","174554","NO","なし","false","false","","ホイール、ダウンサスともにTRD
エアクリHKS
マフラーガナドール","205000","200000",,"170000","210000","160000","180000","150000",,"150000","155000"
"45273","2026-03-16 10:10:01.452","2026-03-16 15:32:00.000","2026-03-20 11:49:45.095","ホンダ","オデッセイ",,,"2014","平成26年4月","DBA-RC1","ＡＢＳＯＬＵＴＥ","145714","NO","なし","false","false",,"購入時に新品社外フロアマット(黒)に交換後に車内土足禁止で使用。一年半前に純正バイザー新品交換。テレビキャンセラー付き。5000キロ毎にオイル交換と点検をディーラーでしてます。","180000","150000","180000","140000",,"110000","125000","100000",,,
"45276","2026-03-16 10:27:04.768","2026-03-16 16:16:00.000","2026-03-22 14:42:03.882","ダイハツ","ミラジーノ",,,"2006","平成18年3月","DBA-L650S","L","97804","NO","なし","false","false","","","55000","50000","60000","20000","58000","10000","26000","5000","10000","5000","20000"
"45284","2026-03-16 11:12:16.623","2026-03-20 08:54:00.000","2026-03-24 17:49:08.767","トヨタ","クラウン",,,"2010","平成22年2月","DBA-GRS200","ロイヤルサルーン","36067","REPAIR","修理歴あり","false","true","①フロントバンパー下のパーツ、左フロントタイヤ前にキズあり。②同パーツ右前と右フェンダー(ヘッドライト下)にキズあり。ゴルフ場の駐車場内に駐車中についたもので受傷機転不明。","車内はシート等にカバーあり
","579000","579000",,"400000","500000","350000","569000","350000","415000","307000",
"45285","2026-03-16 11:13:28.481","2026-03-17 11:41:00.000","2026-03-19 15:43:51.195","ホンダ","Ｎ－ＢＯＸ＋カスタム",,,"2014","平成26年7月","DBA-JF1","Ｃｕｓｔｏｍ　Ｇ・ターボＡパッケージ","109250","REPAIR","修理歴あり","false","true","修理歴として、セルモーター交換しています。始動スイッチ1回でエンジンがかからなくなったので点検して交換してもらいました。
シートに補修の跡がありました","ターボ車です。2オーナーで、54,000キロでオーナーチェンジです。
現在10万キロを超えていますが問題なく動いています。
オートクルーズ、パドルシフト、ETCは付いていました。ナビもありますが地図が古いので使ったことが無く、音楽再生とバックモニターで使っていました。サイドミラーの自動開閉は後付けしました。
オーバーヘッドシェルフも後付けしました。
小キズは年式なりにあります。シートに補修の跡がありました。
修理歴として、セルモーター交換しています。始動スイッチ1回でエンジンがかからなくなったので点検して交換してもらいました。","230000","200000","250000","190000","200000","185000","200000","150000",,"150000","192000"
"45289","2026-03-16 11:37:03.537","2026-03-18 12:07:00.000","2026-03-23 12:32:12.476","スズキ","スイフトスポーツ",,,"2014","平成26年1月","CBA-ZC32S","スポーツ ディスチャージヘッドランプ装着車","132473","NO","なし","false","false","","令和6年5月
123245キロでクラッチ交換してあります

天井のアンテナ経年劣化割れ有り

助手席側日焼け止めクリームの跡あり

ボンネット色褪せ少し有り
","180000","160000","180000","146000","176000","80000","105000","40000",,"0","200000"
"45310","2026-03-16 13:36:45.411","2026-03-18 13:12:00.000","2026-03-22 18:48:54.999","トヨタ","ＭＲ２",,,"1996","平成8年3月","E-SW20","GTS","235349","NO","なし","false","false","","TEIN車高調．HKSエアクリーナー．ブローオフバルブ
トラストマフラー

両側のサイドステップの腐食の修理、助手席ドアの下側に腐食有。","1000000","1000000","1200000","700000",,"540000",,"500000","719000","400000",
"45320","2026-03-16 15:17:02.819","2026-03-17 17:23:00.000","2026-03-22 17:34:46.743","アウディ","Ａ１スポーツバック",,,"2020","令和2年2月","3BA-GBDAD","1stエディション","75668","NO","なし","false","false","","特になし。","1070000","1070000","1121000","980000","1055000","800000","939000","500000",,,
"45330","2026-03-16 16:24:04.603","2026-03-17 12:53:00.000","2026-03-22 10:19:26.229","トヨタ","カローラクロス",,,"2022","令和4年8月","6AA-ZVG11","Ｚ","34874","NO","なし","false","false","","リモートスタートスターターキットを取り付けてあります。アプリを利用してエンジンをかけたり、車を探すことができます。

エンジン快調です。

目立つ傷凹みはありません。

パノラマルーフです。
","3200000","3170000","3225000","3110000","3135000","2900000","3051000","2880000","2889000","2800000","3059000"
"45348","2026-03-16 17:15:41.017","2026-03-18 11:27:00.000","2026-03-20 13:14:44.918","スズキ","ハスラー",,,"2017","平成29年10月","DAA-MR41S","特別仕様車 JスタイルⅡ","46225","ACCIDENT","事故歴あり","true","false","修復済有り 右フロント フェンダー部

見積書が無いので申し訳ございません､アップロードが出来ませんが
骨格の修復はありません。
","SUZUKIハスラー
Ｊ-スタイル　

室内､バックナンバー灯LED
ハーフレザーシート
前後ドライブレコーダー
両席シートヒーター
SDナビ
フルセグ視聴可能
DVD.CD 録音機能
タイヤ約6分山前後
修復済有り 右フロント
フェンダー部

走行距離46225キロ
使用のため少々距離のびます
1週間で200km程度ほど

衝突警報機能(対車両・対歩行者)
衝突回避支援ブレーキ機能
車線逸脱警報機能
誤発進抑制機能(前方/後方)
先行車発進お知らせ機能
","649000","648000",,"640000","649000","550000","634000","500000","555000","500000","580000"
"45355","2026-03-16 18:09:54.281","2026-03-19 11:42:00.000","2026-03-24 13:15:35.063","トヨタ","ヤリスクロス",,,"2021","令和3年12月","5BA-MXPB10","Ｚ","17384","ACCIDENT","事故歴あり","true","false","左側面部車からの衝突。未修理","オプション：フォグランプ、ETC、ドライブレコーダー、サイドバイザー
2024年9月バッテリー交換
ドア部破損による走行支障なし。ドア閉め支障なし。
","1070000","1000000","1100000","800000","850000",,,,,,
"45387","2026-03-16 20:11:21.328","2026-03-17 15:02:00.000","2026-03-24 13:11:14.382","スバル","ＷＲＸ ＳＴＩ",,,"2015","平成29年5月","CBA-VAB","ＳＴＩ","58521","NO","なし","false","false","","ホイール二本に擦り傷があります。
リップスポイラーに地面との子擦り傷があります。エンジンは何の問題もなく快調です。
","2643000","2580000","2631000","2580000","2655000","2300000","2370000","2300000","2579000","2000000",
"45393","2026-03-16 20:29:43.236","2026-03-17 15:57:00.000","2026-03-23 13:06:57.189","ＤＳオートモビル","ＤＳ７クロスバック",,,"2019","令和1年7月","ABA-X745G06","パフォーマンスライン","55080","NO","なし","false","false",,"グレード:パフォーマンスライン
パノラミックサンルーフ・フルデジタルメーター・アルカンターラ・DSアクティブLEDビジョン・19インチ専用アルミホイール・アダプティブクルーズコントロール（ACC）・レーンキープアシスト・ブラインドスポット支援・360°モニター・シートヒーター・後席エアコン吹き出し口・レーダー探知機（社外）・前後のドライブレコーダー（社外）

","1472000","1420000","1472000","1300000","1400000","1300000","1416000","1100000","1339000","900000",
"45400","2026-03-16 21:10:01.680","2026-03-17 15:23:00.000","2026-03-23 10:26:04.237","トヨタ","エスティマＴ",,,"2000","平成12年11月","GH-MCR30W","Ｇ","115216","NO","なし","false","false","","【オプション・カスタム・純正パーツ有無】
純正オプションバンパー、純正コーナーポール、ツインムーンルーフ、コーナーソナー、字光式ナンバー
【エンジンの状態（異音・警告灯など）】
特に問題なし
8万キロ頃にタイベル交換済
【傷・凹みの補足（箇所・大きさ）】
添付画像+フロントバンパー下部擦り傷
【その他】","170000","150000","170000","130000","148000","50000",,"50000","120000","30000","45000"
"45410","2026-03-16 22:44:51.666","2026-03-18 11:17:00.000","2026-03-21 10:27:23.954","ホンダ","Ｎ－ＢＯＸ",,,"2013","平成25年3月","DBA-JF2","Ｇ・ターボパッケージ","139401","NO","なし","false","false","","純正エンジンスターター
受け渡し時はホンダ純正アルミホイールの夏タイヤ装着","50000","50000",,,,,,,,,
"45414","2026-03-16 23:21:47.692","2026-03-20 10:38:00.000","2026-03-24 11:33:11.536","ダイハツ","エッセ",,,"2010","平成22年7月","DBA-L235S","D","72368","NO","なし","false","false","","買った時から車高調と社外マフラーがついています。
ステアリングとシフトノブは純正品有り。","150000","120000",,"115000",,"110000","130000","100000","102000","73000","130000"
"45416","2026-03-16 23:56:52.449","2026-03-19 11:51:00.000","2026-03-24 11:03:41.861","メルセデス・ベンツ","ＧＬＡクラス",,,"2014","平成26年8月","DBA-156946","gla 250 4matic","79329","NO","なし","false","false","","現状、特に異常なし","666000","625000",,"610000","625000","570000","579000","557000","570000","555000",
"45429","2026-03-17 07:16:12.438","2026-03-19 12:02:00.000","2026-03-22 17:05:50.995","フォルクスワーゲン","ポロ",,,"2018","平成30年5月","ABA-AWCHZ","TSIコンフォートライン","12875","NO","なし","false","false",,"右側後部ドアに点のような塗装欠けが2箇所あります。","1058000","1000000",,"988000",,"935000","1000000","908000","1058000","900000","1000000"
"45430","2026-03-17 07:17:40.051","2026-03-19 12:50:00.000","2026-03-25 14:32:22.757","スズキ","ジムニー",,,"2022","3BA-JB64W","3BA-JB64W","XC","2823","NO","なし","false","false",,"純正部品すべて置いてあります。予備タイヤとノーマル純正タイヤもほぼ未使用です。","2181000","2106000","2181000","1870000",,"1800000","1969000","1750000","1850000","1000000","1659000"
"45450","2026-03-17 09:57:40.506","2026-03-17 13:24:00.000","2026-03-21 14:50:35.341","ホンダ","フリード",,,"2017","平成29年1月","DBA-GB5","Ｇ　Ｈｏｎｄａ　ＳＥＮＳＩＮＧ","45770","NO","なし","false","false","","Gセンシング 6人乗り
ETC 純正ナビ
ロールサンシェード
","1228000","1160000","1175000","1100000","1186000","1085000",,"1078000","1228000","1020000","1029000"
"45454","2026-03-17 10:14:54.618","2026-03-17 13:28:00.000","2026-03-21 14:48:58.762","ホンダ","Ｎ－ＢＯＸ",,,"2018","DBA-JF3","平成30年5月","Ｇ・ＥＸ Ｈｏｎｄａ ＳＥＮＳＩＮＧ","117393","NO","なし","false","false","","片側オートスライドドア、純正カーナビ、ETC、ドライブレコーダー付き","389000","380000","389000","300000","346000","300000","380000","200000","253000","200000","250000"
"45460","2026-03-17 11:17:23.816","2026-03-17 17:59:00.000","2026-03-19 15:35:06.747","スズキ","Ｋｅｉワークス",,,"2003","平成15年","TA-HN22S","ワークス","69318","NO","なし","false","false","","ETC.ミラータイプ前後ドラレコ(バックモニター仕様)","360000","329000",,"310000","323000","300000","380000","180000","211000","180000","200000"
"45469","2026-03-17 11:54:27.430","2026-03-19 12:49:00.000","2026-03-23 10:45:11.405","日産","フェアレディＺ",,,"2003","平成15年12月","UA-Z33","フェアレディZ Ｖｅｒｓｉｏｎ ＳＴ","95058","NO","なし","false","false",,"フロントバンパー、サイドスカート、リアバンパー(spec)
ボンネット、リアウィング(ヴェルサイド)
フロントサイドオーバーフェンダー(不明)
マフラー(サクラム)(マフラーカッター4本出し)
エキマニ(HJS)
ホイール(ワーク　S1)
電圧系ピューラーメーター、パネル
ステアリング(モモ)
レイダー探知機


電子タバコを使用しています。
エンジン良好です。３週間から４週間ぶりにエンジン始動する時に限りやや通常より遅く感じる事もありす。","600000","600000","717000","400000","500000","356000","469000","350000","450000","340000","360000"
"45470","2026-03-17 11:54:41.801","2026-03-23 18:38:00.000","2026-03-26 11:11:32.277","トヨタ","ハイエースバン",,,"2021","令和3年6月","QDF-GDH206V","ベースグレード「スーパーＧＬ」の特別仕様車「スーパーＧＬ　ダークプライムⅡ」","50690","NO","なし","false","false","","シートは新車ですぐにシートカバーをしたので、新品同です","3150000","3000000","3170000","2700000","3019000","2521000",,"1000000","1100000",,
"45495","2026-03-17 13:30:18.490","2026-03-19 11:45:00.000","2026-03-21 12:14:04.226","スバル","エクシーガ",,,"2012","平成24年10月","DBA-YAM","２．５ｉ　ＥｙｅＳｉｇｈｔ　アルカンターラセレクション","197001","ACCIDENT","事故歴あり","true","false","停車中に後バンパーを当てられたので交換しています。
フレーム損傷、修理はありません。","基本ノーマルです。
スバル他車用ホイールを使っていたので純正ホイールは傷も少ないです。
車庫に入れていたのでヘッドライトカバーや内装など樹脂類の変色はあまりありません。","98000","98000","108000","40000","60000","40000",,"10000","20000",,
"45505","2026-03-17 14:29:56.905","2026-03-18 10:42:00.000","2026-03-25 10:17:12.649","レクサス","ＧＳハイブリッド",,,"2018","平成30年2月","DAA-AWL10","ＧＳ３００ｈ標準","132703","REPAIR","修理歴あり","false","true","後ろのエアロ外れた。","レオニス18インチアルミホイール。レクサスロゴ投影カーテシランプ。","1551000","1551000",,"1100000","1150000","455000","500000",,,,
"45507","2026-03-17 14:46:08.608","2026-03-17 18:12:00.000","2026-03-20 12:50:10.756","トヨタ","ランドクルーザー",,,"2023","令和5年12月","3BA-VJA3OOW","ＺＸ","5309","NO","なし","false","false","","モデリスタフルエアロ、リヤスポイラー、クールBOX
空気圧センサー、リヤエンター、電動デフロック
寒冷地、JBL、サンルーフ、ルーフレール、12.3ナビ
HUD、BSM、パノラマモニター、パワーバックドア

特に目立つ様な傷凹みは無いと思います。
不具合箇所も特にありません。","9370000","9000000","9659000","8500000","8800000","7000000",,"1000000","1100000",,
"45519","2026-03-17 16:11:16.212","2026-03-20 10:58:00.000","2026-03-22 13:04:06.131","トヨタ","８６",,,"2014","平成26年8月","DBA-ZN6","ＧＴ　リミテッド","64933","NO","なし","false","false",,"KWの車高調が2021年くらいから着いています。
具体的な調整はわからないのですが、車検に通るように整備してもらっていて、それで車検に通っています。

車高調は純正品もあります。
ステアリングも社外のものですが、純正品もあります。

その他は、室内の照明をLEDに変更していて、それは純正品はないです。
その他はほぼノーマルです。

左サイドミラーの上に小さな線傷、右のリアバンパーあたりに小さな傷が2箇所、トランク付近のリアバンパーにタッチペン跡や傷、左リアバンパーに3〜4CMの線傷、右前ホイールに傷です。
エンジンは快調です。","1500000","1500000","1551000","1300000","1305000","1238000","1358000","1235000",,"1150000","1250000"
"45520","2026-03-17 16:11:51.843","2026-03-21 17:14:00.000","2026-03-24 10:32:56.236","ポルシェ","マカン",,,"2015","平成30年10月","－95BCNC-","ベースモデル","95538","REPAIR","修理歴あり","false","true","左後ろドアが、自転車置き場横にため、自転車によって細かい傷がついていた。そのため、ドア全体を塗りなおした。
2026年3月3日、タンクベントバルブ交換完了。","並行輸入の左ハンドル。シートヒーター付き。","2000000","1500000","2359000","1400000","1600000","1300000","1505000","1300000","1500000","1300000","1500000"
"45540","2026-03-17 17:51:49.096","2026-03-20 11:33:00.000","2026-03-24 12:38:12.988","スズキ","スイフトスポーツ",,,"2016","平成28年5月","CBA-ZC32S","スポーツ ディスチャージヘッドランプ装着車","83269","NO","なし","false","false","","純正パーツ、社外ナビ、テレビ（フルセグ）、ETC、バックモニター、ドラレコ前のみ（ナビ連動）","535000","480000","535000","450000","490000","450000",,,,,
"45546","2026-03-17 18:26:43.622","2026-03-17 18:37:00.000","2026-03-20 16:31:43.178","トヨタ","ランドクルーザープラド",,,"1997","平成9年12月","KD-KZJ95W","TXリミテッド","387737","ACCIDENT","事故歴あり","true","false","右側前面をぶつける事故。2009年ごろの事故であり、修復歴に該当するかは不明。 2009年頃の事故であり、修理しましたが修復歴かは分かりません。修理先ディーラーに確認するもデータが残ってないとの返答","インパネの時計、動きません。タコメーター不調。動かないときあります。 エンジン快調です","820000","770000","854000","730000","745000","500000",,"400000","659000","200000",
"45571","2026-03-17 22:00:56.931","2026-03-20 16:54:00.000","2026-03-25 13:50:46.246","スバル","レヴォーグ",,,"2016","平成28年12月","DBA-VM4","１．６ＧＴ－Ｓ　ＥｙｅＳｉｇｈｔ　アドバンスドセイフティパッケージ","65243","REPAIR","修理歴あり","false","true","劣化したボンネットフードとリアスポイラーの再塗装）","傷・凹みは写真の通り","740000","710000","774000","600000","680000","550000","571000","500000",,"455000","480000"
"45574","2026-03-17 22:26:04.341","2026-03-19 14:42:00.000","2026-03-22 10:38:40.560","日産","スカイライン",,,"2000","平成12年2月","GF-ER34","25GT-V","45312","NO","なし","false","false","","日産 スカイライン GT-V 5MT
機関良好
サーキット走行無し 公道でのみ使用
2000年式
非喫煙車(臭いなし)
ETC
ドラレコ
R32 GT-R純正ホイール 16 x 8J +30
(車検完全適合 はみ出し無し)
POTENZA RE004 225/50R16
(前輪 24年45週製造品 後輪25年05週製造品 残り溝深め)
TRUST製 社外マフラー
ディスプレイオーディオ(Android Auto・AppleCarPlay動作確認済)
バックカメラ有り
オーディオデッキ(carrozzeria MVH-7500SC)
スピーカーは全て動作済で音質良好

ー傷、不具合などー
フロントガラスひび割れ大(交換必要です)
ハンドル擦れ(若干)
車内インパネ部樹脂部品の一部 経年によるベタつきあり(R34スカイライン特有の持病です)
左ドアミラー不動
バンパー部前後 修繕跡・傷あり
左後方バンパー凹み
トランクドア テールランプ付近 修繕跡・傷あり

ーその他ー
クラッチカバー社外品取り付け
(純正品カバー付きます)
フォグランプT10 左右交換済(2026.3)
テールランプT20 右側2つ共に交換済(2026.3)
","2800000","2300000","2859000","1900000","2200000","1400000","1500000","1000000",,"900000","1493000"
"45584","2026-03-17 23:40:58.331","2026-03-19 15:40:00.000","2026-03-27 11:00:47.356","マツダ","ＭＰＶ",,,"2008","平成20年6月","DBA-LY3P","２３Ｔ","98073","REPAIR","修理歴あり","false","true","フロントバンパーアウターの交換。","前回車検時に重量車のため強度が不足するFロアアームやポールジョイントの交換、オートエグゼ社外マフラー、センターパイプ類交換、Rアブソーバー純正交換等実施済
デジタルTVチューナあり。　4WDターボ車。

夏タイヤアルミはあるが今回含まず。ガリ傷もなくきれいな為、別途売却かもしれない。（エンケイ製）","150000","150000","200000","50000","70000","33000",,,,,
"45605","2026-03-18 08:30:53.770","2026-03-20 10:54:00.000","2026-03-27 12:32:09.699","日産","セレナ",,,"2023","令和5年6月","6AA-GFC28","セカンドスライドアップシート e-POWER ハイウェイスターV","7438","NO","なし","false","false","","・福祉車両（後席のシートが車外に出てくる）
・フロント下スリあり
","3069000","2800000","2986000","2550000","2750000","2500000","3089000","2410000","2505000","1000000","1100000"
"45614","2026-03-18 09:55:21.515","2026-03-19 14:43:00.000","2026-03-22 14:24:27.439","三菱","パジェロミニ",,,"2000","平成12年-月","GF-H53A","不明","148199","NO","なし","false","false","","自己塗装
リフトアップ、構造変更登録済み
エアコン調子悪い
カーステレオのusb使えない。
ドラレコ前後あり　デジタルルームミラー
etcあり","45000","45000","75000","25000",,"10000",,,,,
"45616","2026-03-18 10:21:45.974","2026-03-19 16:45:00.000","2026-03-24 18:58:29.032","ホンダ","ゼスト",,,"2011","平成23年6月","DBA-JE1","Ｄ","141267","NO","なし","false","false",,"喫煙歴ありますが、最後に車内で喫煙したのは10年前です。","15000","15000",,"5000",,"1000","15000",,,,
"45619","2026-03-18 10:30:47.202","2026-03-18 12:57:00.000","2026-03-21 17:43:23.929","スズキ","エブリイ",,,"2024","令和6年12月","3BD-DA17V","PC","6988","NO","なし","false","false","","スタッドレスタイヤホイール付き
Androidディスプレイ10インチ
パートタイム四駆","1060000","1050000","1065000","920000","926000","905000","1055000","891000",,"850000","973000"
"45624","2026-03-18 11:19:12.391","2026-03-20 10:58:00.000","2026-03-23 16:16:38.439","スズキ","アルトエコ",,,"2013","平成25年4月","DBA-HA35S","ECO-L","85757","NO","なし","false","false","","ノーマル車です。","25000","20000","30000","10000","20000","10000",,,,,
"45654","2026-03-18 14:35:05.277","2026-03-18 16:51:00.000","2026-03-20 13:21:06.835","トヨタ","ＳＡＩ",,,"2010","平成22年1月","DAA-AZK10","Ｓ","71772","NO","なし","false","false",,"ETC.ナビゲーション","250000","210000","250000","201000","202000","200000","209000","200000","250000","195000","200000"
"45674","2026-03-18 17:09:14.421","2026-03-21 15:43:00.000","2026-03-23 19:12:15.902","三菱","アウトランダー",,,"2020","平成31年4月","DBA-GF8W","２４Ｇ","69453","NO","なし","false","false","","ナビ以外すべて純正
後付でウーハーつけてます
来月車検を通す予定
前代的に雹害のくぼみあり
左右側面に内輪差でついたキズ、凹み
右バンバーに車両をぶつけてヒビ","1200000","1000000","1201000","815000",,"800000","1000000","800000","929000","720000","755000"
"45706","2026-03-18 20:35:05.738","2026-03-20 09:10:00.000","2026-03-24 10:29:41.158","ホンダ","Ｎ－ＯＮＥ",,,"2021","令和3年4月","6BA-JG3","RS","69782","ACCIDENT","事故歴あり","true","false","○　飛び出したバイクとぶつかり、右フロントバンパーに損傷。ドライヤー加熱とタッチペンで現在の状態に。
○　左フロントバンパーは狭い駐車場でこすりました。
○　左右サイドステップ後方下部に歩道との段差で擦ったあとあり。（タッチペンで簡易塗装）","○ 本年3月19日(木)にホンダディーラーにて車検済み。
○ サンセットオレンジII&ブラック
○ 2021年式
○ 車検2028年4月まで。（2026年3月ディーラーにて車検済み）
○ ツーオーナー
○ ディーラー車（購入、車検、定期点検『半年、一年』、オイル交換5000キロ毎、オイルフィルター10000キロ毎、メンテナンス全てディーラーにて）
○ 整備記録簿あり。

・TEIN車高調（減衰10段階調整式）現在ダイヤルを前後3（弱め）で乗り心地はノーマルより少し硬いかな、くらいで、道路の継ぎ目などのショックは突き上げ等なく問題なくいなしてくれます。
・HKSマフラーHi-Power SPEC-L IIデュアルチタンテール
・ジェイズレーシングコンピューター書き換え（リミッターカット、ブースト・燃調・点火マップ変更）※ディーラーでリコール等での新しいデータを上書きされないように注意してください。
・ハイオク仕様（エネオスハイオクしか入れていません）※レギュラーガソリンは使用不可。
・スプーンリジカラ前後
・シーカーショートストロークシフト
・運転席レカロSR-7（ブラック/レッド）※ヘタレ無し。
・アドバンFLEVA 165/55/15（2025年5月交換後、走行1万キロ程度）
・RSワタナベホイール（ワタナベ純正ホイールナット×4）
・日本精機Defiブースト計
・BLITZレーダーTL311R
・純正ETC
・ドラレコ（フロントのみ）
・KENWOODフロントスピーカー（ツイーター付き）
・純正8インチナビVXU-217NBi （HDMI ケーブル、TVキャンセラー付き）※2024年データ更新

※パーツは全てディーラーにて注文、取り付けしたものになります。
画像、動画は↓
https://xgf.nu/FnhAU

動作良好。現在までトラブル無しです。
宜しくお願い致します。","881000","881000","900000","880000","870000","800000","850000","670000","700000","520000","615000"
"45724","2026-03-18 23:00:06.012","2026-03-20 12:02:50.000","2026-03-22 13:20:20.274","ホンダ","ヴェゼル",,,"2015","平成27年5月","DBA-RU1","Ｓ","59095","NO","なし","false","false",,"禁煙
USB,HDMI端子あり
屋内もしくは屋根付きカーポート内に駐車
機関良好
作動しない機能なし
スペアキー紛失。メインのスマートキーのみ。
現在スタッドレスタイヤ装着しているが、純正の17インチアルミホイールもあり。ともにガリ傷無し。
ボディは、生活キズ、洗車キズは数点あるが、大きな凹みや塗装剥がれ、サビなし。基本屋根付き保管の為、ツヤあり。
ホンダディーラーで点検、車検実施","1303000","1300000","1305000","1200000","1300000","1200000","1259000","1180000","1237000","1110000",
"45737","2026-03-19 06:26:08.618","2026-03-21 10:40:00.000","2026-03-25 18:04:50.889","三菱","デリカＤ：５",,,"2013","平成25年 6月","LDA-CV1W","Ｄ-ＰＯＷＥＲ","81878","NO","なし","false","false",,"フリップダウンモニター(ALPINE製)、オフロードタイヤ(トーヨータイヤOPEN COUNTRY 225/70R16、ホイール エクストリーム)、三菱純正カーゴフェンス、レーダー探知機
※査定額が上がる場合はステッカー剥がします","1319000","1200000","1215000","1200000","1267000","1000000","1220000","905000",,"900000","1339000"
